"stk","alpha","beta0","sigma","deviance"
19,1.391,2.635,1.394,-185.2
19,1.428,1.708,1.306,-184
19,1.576,4.164,1.379,-186.2
19,1.482,2.04,1.379,-184.7
19,1.545,4.082,1.543,-184
19,1.275,2.223,1.122,-178.3
19,1.77,6.954,1.423,-181.8
19,1.624,1.758,1.479,-182.6
19,1.646,3.279,1.337,-185.4
19,1.623,1.882,1.366,-183.5
19,1.515,1.394,1.341,-183.3
19,1.231,1.899,1.351,-182.9
19,1.525,3.102,1.169,-183.3
19,1.679,3.766,1.547,-183.3
19,1.602,3.164,1.238,-184.7
19,1.564,2.153,1.444,-184.2
19,1.473,5.677,1.239,-183.2
19,1.689,3.476,1.325,-185.1
19,1.271,1.025,1.261,-180.8
19,1.514,3.034,1.328,-185.9
19,1.689,1.522,1.487,-181.2
19,1.47,4.838,1.338,-185.6
19,1.261,0.8934,1.412,-181.7
19,1.504,2.037,1.141,-180.4
19,1.336,0.6613,1.482,-181.2
19,1.603,3.046,1.179,-183.1
19,1.413,1.117,1.161,-178.8
19,1.553,2.689,1.566,-183
19,1.648,1.708,1.664,-178.9
19,1.553,2.236,1.486,-183.8
19,1.298,0.4847,1.6,-179
19,1.529,0.6924,1.519,-180.5
19,1.19,0.8854,1.666,-177.5
19,1.426,3.837,1.462,-185.1
19,1.402,2.286,1.456,-184.4
19,1.297,2.379,1.459,-183.7
19,1.577,2.98,1.446,-185.1
19,1.641,0.9526,1.6,-178.8
19,1.641,2.331,1.364,-184.2
19,1.391,4.206,1.248,-184.7
19,1.69,3.459,1.375,-185.1
19,1.52,2.147,1.348,-184.8
19,1.33,1.01,1.334,-182.3
19,1.288,1.898,1.401,-183.6
19,1.751,1.879,1.357,-181.4
19,1.772,1.877,1.543,-179.9
19,1.81,3.982,1.298,-183.3
19,1.115,3.249,1.556,-179.7
19,1.394,3.548,1.438,-185.2
19,1.281,1.083,1.331,-182.1
19,1.617,2.272,1.36,-184.3
19,1.745,6.054,1.143,-179.1
19,1.603,4.375,1.392,-186
19,1.373,1.692,1.406,-183.9
19,1.592,1.303,1.263,-181.4
19,1.429,1.89,1.545,-182.6
19,1.107,1.132,1.595,-178.1
19,1.46,1.139,1.552,-181.3
19,1.344,2.144,1.24,-183.3
19,1.604,1.078,1.502,-181
19,1.354,2.498,1.511,-183.6
19,1.67,2.36,1.186,-181
19,1.516,1.174,1.36,-182.8
19,1.542,1.107,1.479,-181.9
19,1.283,0.8599,1.505,-181.1
19,1.331,2.274,1.494,-183.5
19,1.292,0.9001,1.446,-181.8
19,1.402,3.052,1.616,-182
19,1.453,3.089,1.476,-184.9
19,1.846,2.217,1.492,-179.8
19,1.553,4.782,1.434,-185.5
19,1.533,2.232,1.278,-184.4
19,1.276,1.577,1.357,-183.1
19,1.521,1.364,1.409,-183.2
19,1.586,3.266,1.467,-185
19,1.852,2.436,1.432,-180.5
19,1.341,1.87,1.255,-183.2
19,1.495,6.11,1.513,-182.6
19,1.35,1.843,1.285,-183.7
19,1.268,0.9064,1.407,-181.8
19,1.763,1.319,1.342,-179.4
19,1.359,4.133,1.524,-183.5
19,1.479,1.668,1.508,-182.9
19,1.487,5.811,1.578,-181.8
19,1.737,5.503,1.466,-183.8
19,1.495,4.757,1.26,-185.3
19,1.418,2.062,1.392,-184.7
19,1.445,3.296,1.188,-183.9
19,1.187,1.915,1.388,-182.3
19,1.344,4.463,1.288,-184.3
19,1.88,2.72,1.71,-176.2
19,1.668,5.204,1.354,-185.3
19,1.605,2.298,1.486,-183.6
19,1.652,2.297,1.394,-183.9
19,1.324,0.8505,1.533,-180.9
19,1.1,0.5008,1.419,-178.6
19,1.337,1.658,1.463,-183.2
19,1.669,3.34,1.343,-185.2
19,1.073,0.9094,1.435,-178.8
19,1.51,2.833,1.278,-185.4
19,1.413,1.673,1.63,-180.6
19,1.284,3.045,1.224,-182.9
19,1.262,2.333,1.307,-183.5
19,1.798,0.8807,1.483,-177.5
19,1.303,5.078,1.402,-183.2
19,1.93,3.905,1.271,-179.6
19,1.33,1.591,1.278,-183
19,1.743,3.389,1.347,-184.3
19,1.48,6.038,1.311,-183.5
19,1.454,1.474,1.246,-182.6
19,1.754,3.259,1.224,-182.3
19,1.458,4.336,1.342,-186
19,1.143,1.175,1.441,-180.5
19,1.524,4.245,1.376,-186.2
19,1.651,6.56,1.539,-181.8
19,1.318,2.908,1.401,-184.7
19,1.481,2.657,1.316,-185.6
19,1.453,3.419,1.308,-186
19,1.229,2.834,1.363,-183.5
19,1.306,1.861,1.1,-176.8
19,1.533,4.023,1.634,-182
19,1.127,2.039,1.515,-180.4
19,1.448,1.654,1.289,-183.7
19,1.197,2.159,1.384,-182.7
19,1.4,2.962,1.484,-184.5
19,1.538,1.357,1.36,-183.1
19,2.016,7.467,1.582,-176.2
19,1.628,1.664,1.228,-181.2
19,1.476,1.498,1.43,-183.5
19,1.625,3.512,1.291,-185.6
19,1.717,2.834,1.262,-183.1
19,1.706,6.099,1.292,-183.6
19,1.487,1.216,1.232,-181.4
19,1.564,3.402,1.181,-183.8
19,1.031,3.219,1.504,-178.5
19,1.532,2.862,1.325,-185.7
19,1.504,2.733,1.529,-183.9
19,1.26,3.092,1.406,-184
19,1.352,1.979,1.377,-184.3
19,1.405,2.056,1.359,-184.7
19,1.672,1.084,1.468,-180.5
19,1.724,4.002,1.341,-185
19,1.459,3.209,1.273,-185.7
19,1.766,2.073,1.423,-181.6
19,1.41,2.235,1.526,-183.4
19,1.782,3.363,1.376,-183.6
19,1.458,1.503,1.409,-183.7
19,1.691,2.95,1.573,-182.1
19,1.45,0.5443,1.263,-180.1
19,1.447,0.7349,1.327,-181.7
19,1.393,2.23,1.274,-184.4
19,1.543,0.9208,1.306,-181.4
19,1.751,2.911,1.47,-183
19,1.657,4.126,1.37,-185.8
19,1.569,1.411,1.563,-181.1
19,1.605,3.227,1.279,-185.4
19,1.669,2.555,1.22,-182.6
19,1.603,2.256,1.303,-184.2
19,1.53,2.945,1.167,-183
19,1.646,2.932,1.272,-184.5
19,1.425,2.187,1.404,-184.8
19,1.491,4.872,1.46,-184.9
19,1.273,3.875,1.627,-180.6
19,1.598,3.599,1.563,-183.4
19,1.781,4.259,1.17,-181
19,1.377,0.7748,1.371,-182.1
19,1.646,2.778,1.484,-183.9
19,1.45,2.988,1.547,-183.7
19,1.241,4.102,1.704,-178.2
19,1.293,2.856,1.379,-184.5
19,1.73,4.341,1.416,-184.8
19,1.543,2.184,1.394,-184.7
19,1.426,2.318,1.268,-184.6
19,1.529,2.409,1.435,-184.8
19,1.604,1.487,1.555,-181.1
19,1.352,1.568,1.487,-182.9
19,1.415,2.351,1.382,-185.1
19,1.257,2.146,1.384,-183.6
19,1.41,2.771,1.231,-184.4
19,1.466,2.959,1.253,-185.2
19,1.542,2.105,1.538,-182.9
19,1.554,1.596,1.542,-181.9
19,1.503,1.348,1.322,-183.1
19,1.433,2.663,1.402,-185.4
19,1.481,1.396,1.445,-183.2
19,1.656,6.662,1.736,-177.2
19,1.588,2.705,1.359,-185.3
19,1.6,0.6584,1.312,-179.9
19,1.344,2.486,1.278,-184.4
19,1.278,0.9175,1.353,-181.8
19,1.809,3.837,1.16,-179.6
19,1.757,3.958,1.207,-182.6
19,1.683,3.025,1.342,-184.7
19,1.661,4.175,1.278,-185.4
19,1.704,4.392,1.374,-185.3
19,1.314,1.591,1.318,-183.3
19,1.705,2.496,1.317,-183.4
19,1.39,1.369,1.341,-183.4
19,1.562,3.475,1.454,-185.4
19,1.495,1.741,1.622,-180.8
19,1.226,0.5166,1.355,-180.4
19,1.596,2.212,1.492,-183.4
19,1.751,3.976,1.146,-180.5
19,1.898,0.6983,1.444,-174.3
19,1.417,2.953,1.35,-185.7
19,1.322,0.9597,1.203,-179.6
19,1.652,5.601,1.19,-182.6
19,1.565,2.774,1.252,-184.8
19,1.455,0.8914,1.456,-182
19,1.668,6.277,1.476,-183.1
19,1.355,2.279,1.409,-184.6
19,1.356,1.162,1.519,-181.8
19,1.643,3.428,1.301,-185.4
19,1.62,2.141,1.363,-184.1
19,1.532,1.648,1.485,-183
19,1.855,1.86,1.485,-178.9
19,1.753,5.991,1.227,-182.1
19,1.307,1.021,1.525,-181.2
19,1.58,3.236,1.271,-185.5
19,1.287,3.858,1.339,-184.3
19,1.151,2.279,1.4,-181.9
19,1.6,2.45,1.154,-181.1
19,1.395,1.785,1.417,-184.1
19,1.627,0.8565,1.394,-180.8
19,1.351,1.833,1.237,-182.8
19,1.804,3.486,1.379,-183.3
19,1.255,2.014,1.427,-183.2
19,1.325,2.594,1.362,-184.8
19,1.535,1.808,1.482,-183.3
19,1.442,5.186,1.582,-182.2
19,1.304,3.881,1.229,-183.2
19,1.584,5.461,1.295,-185
19,1.596,3.025,1.224,-184.3
19,1.689,1.54,1.271,-180.7
19,1.633,1.92,1.363,-183.5
19,1.383,2.653,1.44,-184.8
19,1.605,0.5263,1.392,-180.1
19,1.455,1.876,1.502,-183.4
19,1.726,5.895,1.335,-184.1
19,1.187,1.993,1.582,-180.3
19,1.299,1.391,1.397,-183
19,1.693,5.086,1.339,-185.2
19,0.9166,1.505,1.217,-170.5
19,1.422,3.908,1.151,-182.5
19,1.632,0.4928,1.715,-175.5
19,1.376,2.349,1.457,-184.3
19,1.697,5.891,1.415,-184.2
19,1.491,3.573,1.372,-186.2
19,1.772,1.847,1.491,-180.5
19,1.521,1.359,1.562,-181.3
19,1.475,3.635,1.46,-185.4
19,1.312,2.208,1.559,-182.2
19,1.741,2.248,1.43,-182.4
19,1.724,3.128,1.492,-183.3
19,1.566,6.514,1.397,-183.2
19,1.8,5.029,1.241,-182.8
19,1.227,2.845,1.12,-177.6
19,1.571,3.327,1.327,-186
19,1.447,2.858,1.263,-185.2
19,1.225,1.457,1.535,-181
19,1.586,4.883,1.2,-184.1
19,1.841,2.562,1.523,-180.2
19,1.647,3.293,1.409,-185.2
19,1.461,0.9685,1.497,-181.8
19,1.544,2.387,1.505,-183.8
19,1.312,4.379,1.506,-183.2
19,1.411,1.577,1.342,-183.9
19,1.772,0.6593,1.599,-176.2
19,1.576,1.949,1.45,-183.7
19,1.573,2.875,1.348,-185.6
19,1.445,2.693,1.508,-184.2
19,1.353,1.552,1.482,-182.9
19,1.715,2.032,1.401,-182.5
19,1.667,1.388,1.323,-181.4
19,1.388,2.359,1.128,-180.2
19,1.382,2.366,1.406,-184.9
19,1.874,3.974,1.696,-177.8
19,1.548,4.491,1.348,-186.2
19,1.342,0.6188,1.436,-181.5
19,1.43,4.018,1.263,-185.4
19,1.226,1.561,1.447,-182.2
19,1.232,1.231,1.461,-181.7
19,1.491,2.896,1.205,-184.2
19,1.919,3.451,1.24,-178.5
19,1.874,5.94,1.457,-181.9
19,1.511,4.593,1.477,-185
19,1.465,2.334,1.369,-185.2
19,1.755,3.069,1.483,-182.9
19,1.541,1.106,1.476,-181.9
19,1.511,1.95,1.276,-184
19,1.867,5.129,1.354,-182.8
19,1.368,5.557,1.259,-182.4
19,1.453,1.54,1.377,-183.9
19,1.264,2.407,1.685,-179.1
19,1.441,1.667,1.45,-183.7
19,1.691,3.528,1.352,-185.2
19,1.475,2.411,1.334,-185.3
19,1.461,2.196,1.359,-185
19,1.81,0.5119,1.588,-175.2
19,1.594,5.787,1.255,-184
19,1.527,4.198,1.298,-186.1
19,1.577,3.996,1.217,-184.9
19,1.363,4.787,1.712,-178.8
19,1.438,1.332,1.457,-183
19,1.135,0.7082,1.269,-178.1
19,1.304,2.63,1.253,-183.7
19,1.416,1.525,1.515,-182.6
19,1.096,2.184,1.785,-174.4
19,1.867,6.859,1.525,-180.1
19,1.379,3.534,1.478,-184.6
19,1.58,5.417,1.288,-185
19,1.483,1.227,1.445,-182.8
19,1.269,4.311,1.4,-183.6
19,1.478,4.859,1.339,-185.7
19,1.292,2.252,1.187,-181.4
19,1.503,2.176,1.265,-184.3
19,1.829,5.507,1.588,-180.9
19,1.421,2.768,1.605,-182.2
19,1.746,3.028,1.402,-183.7
19,1.274,2.95,1.395,-184.2
19,1.33,4.492,1.338,-184.4
19,1.289,2.375,1.261,-183.4
19,1.659,1.197,1.33,-181
19,1.396,1.611,1.26,-183.1
19,1.393,1.431,1.454,-183.2
19,1.551,2.068,1.217,-182.8
19,1.278,0.6087,1.668,-177.7
19,1.356,1.381,1.403,-183.3
19,1.503,3.405,1.267,-185.8
19,1.499,3.114,1.307,-185.9
19,1.987,3.249,1.506,-178.1
19,1.35,2.114,1.388,-184.5
19,1.56,3.135,1.417,-185.6
19,1.304,2.111,1.268,-183.4
19,1.289,2.873,1.293,-184.1
19,1.317,5.331,1.538,-181.6
19,1.408,3.325,1.417,-185.5
19,1.663,2.928,1.256,-184.1
19,1.704,3.541,1.239,-183.9
19,1.525,2.872,1.307,-185.7
19,1.229,1.032,1.446,-181.4
19,1.192,2.714,1.483,-182.2
19,1.533,0.8746,1.558,-180.4
19,1.205,0.9991,1.319,-180.8
19,1.365,1.529,1.562,-181.7
19,1.575,2.668,1.295,-185.1
19,1.341,4.277,1.533,-183.1
19,1.434,1.18,1.217,-181.1
19,1.764,4.04,1.312,-184.3
19,1.241,1.249,1.365,-182.1
19,1.544,3.407,1.352,-186.2
19,1.352,4.506,1.375,-184.8
19,1.056,0.7086,1.354,-177.7
19,1.464,1.819,1.423,-184.2
19,1.707,4.51,1.321,-185.3
19,1.719,3.33,1.407,-184.5
19,1.705,3.616,1.268,-184.5
19,1.313,1.988,1.358,-184
19,1.666,2.133,1.288,-183
19,1.565,2.549,1.315,-185.1
19,1.706,4.933,1.275,-184.7
19,1.611,2.148,1.359,-184.2
19,1.356,3.185,1.203,-183.5
19,1.648,2.499,1.291,-184
19,1.386,3.564,1.504,-184.3
19,1.381,1.839,1.427,-184
19,1.659,3.494,1.347,-185.5
19,1.693,3.858,1.124,-180.5
19,1.342,1.6,1.459,-183.2
19,1.552,1.702,1.376,-183.8
19,1.509,1.306,1.212,-181
19,1.342,5.697,1.491,-182
19,1.317,2.619,1.292,-184.4
19,1.34,3.081,1.405,-185
19,1.682,4.423,1.307,-185.5
19,1.521,2.18,1.194,-182.6
19,1.585,3.508,1.49,-184.8
19,1.571,3.061,1.336,-185.8
19,1.832,4.922,1.427,-183.3
19,1.427,2.868,1.154,-182.3
19,1.476,2.496,1.347,-185.4
19,1.468,3.596,1.262,-185.7
19,1.418,2.379,1.168,-182.2
19,1.391,3.236,1.423,-185.3
19,1.496,2.264,1.469,-184.3
19,1.392,3.008,1.46,-184.8
19,1.757,2.298,1.401,-182.3
19,1.517,3.936,1.616,-182.4
19,1.436,4.818,1.174,-182.6
19,1.554,2.539,1.517,-183.7
19,1.803,6.612,1.468,-181.8
19,1.287,1.469,1.416,-182.9
19,1.638,3.399,1.386,-185.5
19,1.211,2.263,1.569,-181
19,1.302,1.403,1.523,-181.9
19,1.591,6.333,1.389,-183.7
19,1.297,1.906,1.467,-183.2
19,1.525,0.8879,1.235,-180.1
19,1.296,4.146,1.211,-182.4
19,1.118,4.045,1.7,-176.5
19,1.25,1.797,1.471,-182.6
19,1.648,3.191,1.195,-183.2
19,1.587,2.806,1.312,-185.3
19,1.519,3.888,1.551,-183.9
19,1.379,1.516,1.381,-183.7
19,1.559,4.864,1.222,-184.7
19,1.251,1.954,1.237,-181.8
19,1.239,0.7249,1.427,-181.1
19,1.378,1.933,1.384,-184.4
19,1.401,2.767,1.366,-185.5
19,1.326,3.561,1.292,-184.7
19,1.671,1.846,1.586,-180.6
19,1.279,2.098,1.306,-183.5
19,1.42,0.9325,1.327,-182.3
19,1.603,1.89,1.299,-183.4
19,1.401,1.438,1.287,-183.1
19,1.307,1.393,1.212,-180.9
19,1.596,2.286,1.323,-184.5
19,1.678,4.305,1.284,-185.3
19,1.231,3.207,1.38,-183.6
19,1.22,2.753,1.156,-179.2
19,1.609,3.186,1.586,-182.7
19,1.47,2.652,1.16,-182.4
19,1.44,0.4917,1.236,-179.3
19,1.523,1.445,1.481,-182.7
19,1.332,1.543,1.538,-182
19,1.634,0.617,1.558,-178.8
19,1.465,2.674,1.438,-185.1
19,1.421,1.348,1.457,-183
19,1.376,4.918,1.502,-183.4
19,1.231,1.317,1.439,-182
19,1.518,3.614,1.268,-185.9
19,1.642,1.789,1.236,-181.5
19,1.493,5.571,1.453,-184.2
19,1.267,1.31,1.676,-178.4
19,1.376,0.8671,1.393,-182.3
19,1.287,1.802,1.234,-182
19,1.457,4.19,1.341,-186
19,1.627,0.9782,1.31,-180.6
19,1.604,3.036,1.593,-182.5
19,2.032,8.004,1.57,-175.1
19,1.714,1.181,1.433,-180.3
19,1.56,2.766,1.364,-185.5
19,1.227,1.752,1.619,-179.8
19,1.14,1.51,1.367,-180.9
19,1.384,5.47,1.405,-183.7
19,1.521,1.426,1.502,-182.4
19,1.459,1.456,1.615,-180.6
19,1.197,0.7055,1.474,-180.3
19,1.479,1.276,1.367,-183.2
19,1.644,1.814,1.356,-183.1
19,1.359,1.919,1.396,-184.2
19,1.651,3.507,1.668,-180.6
19,1.536,1.841,1.312,-184
19,1.674,1.299,1.49,-180.8
19,1.448,4.352,1.388,-185.8
19,1.498,3.284,1.291,-185.9
19,1.358,3.891,1.287,-185
19,1.547,3.638,1.323,-186.2
19,1.209,3.675,1.309,-182.7
19,1.774,2.13,1.286,-180.8
19,1.582,4.38,1.208,-184.7
19,1.527,1.326,1.452,-182.8
19,1.402,0.7801,1.27,-181.1
19,1.545,1.462,1.146,-178.6
19,1.815,2.82,1.264,-181
19,1.756,3.959,1.535,-182.9
19,1.397,1.848,1.405,-184.3
19,1.531,1.446,1.429,-183.2
19,1.536,1.709,1.543,-182.2
19,1.586,3.746,1.462,-185.3
19,1.585,2.31,1.384,-184.7
19,1.588,5.078,1.344,-185.7
19,1.555,1.345,1.437,-182.7
19,1.809,2.246,1.455,-180.9
19,1.415,1.31,1.566,-181.4
19,1.266,1.109,1.548,-180.8
19,1.499,0.8117,1.34,-181.8
19,1.677,3.726,1.294,-185.2
19,1.464,2.574,1.338,-185.5
19,1.637,2.805,1.163,-181.7
19,1.49,3.022,1.482,-184.9
19,1.683,0.7122,1.51,-179
19,1.625,3.781,1.415,-185.6
19,1.829,5.468,1.346,-183.3
19,1.779,0.8694,1.329,-177.3
19,1.262,2.852,1.182,-181.2
19,1.65,4.7,1.288,-185.5
19,1.51,2.495,1.299,-185.2
19,1.63,2.618,1.321,-184.7
19,1.654,5.413,1.344,-185.2
19,1.432,2.277,1.237,-184
19,1.489,2.617,1.265,-185
19,1.252,2.779,1.308,-183.7
19,1.582,4.008,1.523,-184.4
19,1.67,4.688,1.265,-185.1
19,1.335,4.161,1.363,-184.9
19,1.099,1.543,1.306,-179.4
19,1.438,2.242,1.277,-184.6
19,1.58,0.8742,1.359,-181.3
19,1.426,3.582,1.127,-181.5
19,1.224,2.226,1.249,-181.9
19,1.699,1.709,1.37,-182
19,1.553,2.979,1.348,-185.8
19,1.589,0.806,1.416,-181.1
19,1.314,2.309,1.673,-179.7
19,1.508,5.601,1.404,-184.7
19,1.598,1.375,1.623,-179.6
19,1.493,3.284,1.374,-186.1
19,1.564,1.297,1.509,-181.8
19,1.562,3.045,1.273,-185.4
19,1.519,1.753,1.391,-184.1
19,1.406,1.051,1.777,-175.9
19,1.36,1.521,1.558,-181.8
19,1.791,2.15,1.312,-180.8
19,1.229,1.013,1.258,-180.2
19,1.153,2.567,1.287,-181.3
19,1.454,2.41,1.241,-184.3
19,1.621,4.716,1.594,-182.7
19,1.622,6.696,1.404,-183
19,1.55,1.185,1.432,-182.4
19,1.635,6.503,1.176,-180.1
19,1.006,1.925,1.21,-174.2
19,1.757,3.687,1.333,-184.3
19,1.373,1.218,1.183,-179.9
19,1.429,0.6527,1.431,-181.7
19,1.663,3.902,1.202,-183.9
19,1.546,0.7578,1.602,-179.2
19,1.54,2.475,1.448,-184.7
19,1.229,4.552,1.421,-182.5
19,1.542,0.9043,1.475,-181.5
19,1.151,3.077,1.553,-180.5
19,1.568,4.809,1.235,-185
19,1.352,1.951,1.378,-184.3
19,1.826,4.918,1.493,-182.7
19,1.546,2.794,1.363,-185.6
19,1.217,3.504,1.417,-183.2
19,1.611,1.3,1.426,-182.2
19,1.337,0.6569,1.242,-179.9
19,1.34,1.039,1.435,-182.4
19,1.506,3.809,1.331,-186.3
19,1.399,3.057,1.373,-185.6
19,1.274,2.533,1.325,-184
19,1.223,1.262,1.31,-181.5
19,1.665,5.551,1.415,-184.7
19,1.064,1.377,1.454,-179.2
19,1.033,1.142,1.433,-178.2
19,1.586,1.784,1.547,-182
19,1.504,3.617,1.305,-186.2
19,1.957,3.516,1.559,-178.6
19,1.439,3.951,1.256,-185.4
19,1.345,1.828,1.328,-184
19,1.677,6.495,1.339,-183.3
19,1.576,1.401,1.324,-182.7
19,1.594,2.668,1.218,-183.7
19,1.713,2.256,1.353,-183
19,1.28,1.676,1.411,-183.2
19,1.506,4.263,1.566,-183.5
19,1.704,3.294,1.376,-184.8
19,1.567,2.956,1.649,-181.2
19,1.275,2.003,1.536,-182.1
19,1.457,3.059,1.42,-185.6
19,1.767,2.716,1.879,-173
19,1.959,6.628,1.421,-179.8
19,1.428,2.678,1.061,-177
19,1.263,1.228,1.353,-182.3
19,1.556,1.711,1.38,-183.8
19,1.694,4.508,1.316,-185.4
19,1.307,3.17,1.579,-182.2
19,1.484,4.448,1.389,-185.9
19,1.348,1.564,1.401,-183.6
19,1.733,4.097,1.336,-184.9
19,1.175,2.455,1.402,-182.4
19,1.517,1.402,1.49,-182.6
19,1.223,0.95,1.494,-180.8
19,1.589,4.84,1.337,-185.9
19,1.455,2.505,1.387,-185.4
19,1.67,3.44,1.394,-185.2
19,1.462,4.926,1.447,-184.9
19,1.285,2.201,1.412,-183.9
19,1.635,5.092,1.381,-185.5
19,1.478,4.317,1.367,-186.1
19,1.389,1.876,1.474,-183.7
19,1.509,2.06,1.315,-184.6
19,1.41,1.559,1.259,-183
19,1.474,1.577,1.739,-177.7
19,1.421,3.188,1.421,-185.5
19,1.96,3.31,1.392,-179.3
19,1.506,1.816,1.334,-184.2
19,1.438,1.19,1.558,-181.3
19,1.305,2.827,1.562,-182.4
19,1.402,3.202,1.456,-185
19,1.91,3.402,1.351,-180.6
19,1.722,0.9801,1.424,-179.6
19,1.474,2.372,1.483,-184.3
19,1.388,6.171,1.321,-182.1
19,1.649,4.411,1.451,-185.2
19,1.597,4.944,1.391,-185.7
19,1.33,1.242,1.504,-182
19,1.441,2.983,1.22,-184.5
19,1.386,2.342,1.413,-184.8
19,1.108,1.561,1.534,-179.5
19,1.464,1.584,1.473,-183.3
19,1.355,1.823,1.369,-184.1
19,1.565,3.62,1.592,-182.9
19,1.217,2.794,1.463,-182.8
19,1.331,1.606,1.334,-183.5
19,1.669,3.87,1.721,-179.2
19,1.575,3.938,1.466,-185.3
19,1.215,2.485,1.572,-181.1
19,1.352,1.609,1.19,-181.1
19,1.399,1.128,1.101,-175.6
19,1.738,2.48,1.247,-181.7
19,1.606,2.862,1.171,-182.5
19,1.522,3.416,1.253,-185.6
19,1.469,2.511,1.262,-184.9
19,1.538,4.441,1.406,-185.9
19,1.567,3.587,1.248,-185.5
19,1.264,1.613,1.407,-183
19,1.3,3.262,1.307,-184.5
19,1.104,0.603,1.384,-178.8
19,1.262,4.267,1.234,-182.1
19,1.318,0.4402,1.58,-179.3
19,1.307,1.266,1.343,-182.8
19,1.913,4.348,1.347,-181.5
19,1.124,2.158,1.582,-179.4
19,1.407,0.8295,1.233,-180.4
19,1.381,4.234,1.15,-181.7
19,1.754,2.348,1.329,-182.3
19,1.475,1.225,1.399,-183.1
19,1.764,3.891,1.291,-184
19,1.401,3.899,1.219,-184.4
19,1.896,4.211,1.211,-179.4
19,1.574,2.613,1.229,-184
19,1.492,5.084,1.318,-185.4
19,1.298,1.776,1.124,-177.9
19,1.513,3.327,1.447,-185.5
19,1.46,4.201,1.361,-186
19,1.543,5.655,1.494,-183.8
19,1.393,1.782,1.116,-178.5
19,1.421,3.654,1.477,-184.9
19,1.733,4.277,1.371,-185
19,1.614,2.381,1.517,-183.2
19,1.68,7.671,1.417,-180.4
19,1.76,2.368,1.661,-178.7
19,1.3,2.979,1.718,-178.7
19,1.516,1.327,1.399,-183.1
19,2.04,4.335,1.345,-177.7
19,1.684,2.884,1.33,-184.5
19,1.69,1.914,1.39,-182.6
19,1.267,2.943,1.232,-182.8
19,1.512,0.8976,1.468,-181.7
19,1.497,2.684,1.4,-185.5
19,1.213,3.68,1.402,-183
19,1.413,4.851,1.379,-185.1
19,1.684,3.855,1.351,-185.5
19,1.459,2.693,1.315,-185.6
19,1.513,1.906,1.322,-184.3
19,1.367,3.058,1.332,-185.4
19,1.534,4.524,1.471,-185.2
19,1.47,3.436,1.503,-184.7
19,1.108,0.9128,1.484,-179.3
19,1.479,2.115,1.34,-184.9
19,1.546,4.369,1.292,-186
19,1.73,2.801,1.567,-181.6
19,1.834,4.64,1.47,-182.9
19,1.501,2.024,1.508,-183.4
19,1.38,2.449,1.523,-183.5
19,1.534,4.099,1.336,-186.3
19,1.302,1.974,1.573,-181.6
19,1.395,4.141,1.201,-183.8
19,1.389,0.9684,1.401,-182.6
19,1.628,5.215,1.178,-182.9
19,1.784,4.013,1.332,-184.1
19,1.44,4.511,1.244,-184.9
19,1.325,1.119,1.535,-181.4
19,1.465,2.626,1.112,-180.2
19,1.581,2.735,1.284,-185
19,1.458,3.441,1.279,-185.8
19,1.594,3.093,1.162,-182.6
19,1.502,3.395,1.334,-186.2
19,1.449,2.666,1.331,-185.6
19,1.746,6.524,1.279,-182.2
19,1.361,1.553,1.416,-183.6
19,1.268,3.927,1.248,-182.9
19,1.483,4.512,1.362,-186
19,1.514,2.527,1.109,-179.8
19,1.482,1.801,1.462,-183.7
19,1.614,1.673,1.13,-177.6
19,1.512,1.23,1.378,-183
19,1.424,1.566,1.388,-183.9
19,1.646,4.165,1.447,-185.3
19,1.592,3.663,1.302,-186
19,1.34,3.943,1.222,-183.6
19,1.215,2.285,1.296,-182.6
19,1.285,2.534,1.472,-183.5
19,1.219,3.149,1.639,-179.9
19,1.258,2.543,1.465,-183.3
19,1.413,1.448,1.399,-183.6
19,1.64,3.492,1.389,-185.6
19,1.552,4.334,1.527,-184.3
19,1.017,0.5469,1.536,-176.6
19,1.255,1.533,1.262,-181.7
19,1.447,1.496,1.44,-183.5
19,1.362,2.184,1.527,-183.1
19,1.949,1.715,1.462,-176.1
19,1.845,1.264,1.418,-177.6
19,1.62,2.475,1.334,-184.6
19,1.81,4.985,1.655,-179.8
19,1.693,2.845,1.373,-184.3
19,1.313,1.605,1.314,-183.3
19,1.58,2.193,1.446,-184.1
19,1.457,0.6813,1.283,-180.9
19,1.582,4.638,1.267,-185.6
19,1.617,4.807,1.306,-185.7
19,1.808,2.298,1.648,-178.1
19,1.575,3.153,1.402,-185.7
19,1.646,2.628,1.543,-182.8
19,1.305,2.568,1.31,-184.3
19,1.624,2.966,1.397,-185.2
19,1.673,3.773,1.412,-185.3
19,1.482,4.242,1.076,-178.9
19,1.241,1.89,1.48,-182.4
19,1.307,1.697,1.353,-183.6
19,1.602,1.724,1.415,-183.3
19,1.308,2.403,1.497,-183.4
19,2.049,2.975,1.426,-175.9
19,1.621,0.6089,1.551,-179
19,1.343,1.672,1.321,-183.7
19,1.545,4.807,1.381,-185.9
19,1.498,2.591,1.267,-185
19,1.59,3.745,1.262,-185.6
19,1.266,4.918,1.261,-181.7
19,1.496,3.139,1.333,-186
19,1.261,4.014,1.388,-183.7
19,1.27,2.533,1.552,-182.2
19,1.424,3.094,1.314,-185.8
19,1.361,1.298,1.587,-180.9
19,1.285,3.703,1.313,-184.2
19,1.383,3.043,1.36,-185.5
